,first150,fname,match
1864,"JANUARY 26, 2007 -1- FINAL DECISION AND ORDER 06-345 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SUFFIELD BOARD OF EDUCATION APPEARING FOR",06_345.pdf.txt,SUFFIELD
2774,"JANUARY 11,2007 FINAL DECISION AND ORDER 06-346 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STONINGTON BOARD OF EDUCATION APPEARING O",06_346.pdf.txt,STONINGTON
2249,"OCTOBER 29, 2007 FINAL DECISION AND ORDER 06-347 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SOUTHINGTON BOARD OF EDUCATION APPEARIN",06_347.pdf.txt,SOUTHINGTON
1308,"JANUARY 24, 2007 FINAL DECISION AND ORDER 06-348 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEWTOWN BOARD OF EDUCATION APPEARING ON ",06_348.pdf.txt,NEWTOWN
893,"MARCH 12, 2007 FINAL DECISION AND ORDER 06-350 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MANCHESTER BOARD OF EDUCATION APPEARING O",06_350.pdf.txt,MANCHESTER
596,"JANUARY 2, 2007 FINAL DECISION AND ORDER 06-352 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALF OF",06_352.pdf.txt,
1714,"JANUARY 22, 2007 FINAL DECISION AND ORDER 06-354 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GLASTONBURY BOARD OF EDUCATION APPEARING",06_354.pdf.txt,GLASTONBURY
1861,"MAY 29, 2007 FINAL DECISION AND ORDER 06-355 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON B",06_355.pdf.txt,GREENWICH
2770,"JANUARY 22, 2007 FINAL DECISION AND ORDER 06-356 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BRIDGEPORT BOARD OF EDUCATION APPEARING ",06_356.pdf.txt,BRIDGEPORT
2251,"MARCH 9, 2007 FINAL DECISION AND ORDER 06-357 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FAIRFIELD BOARD OF EDUCATION APPEARING ON ",06_357.pdf.txt,FAIRFIELD
752,"APRIL 5, 2007 FINAL DECISION AND ORDER 06-359 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALF OF T",06_359.pdf.txt,
2196,"APRIL 13, 2007 - 1 - FINAL DECISION AND ORDER 07-001 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BLOOMFIELD BOARD OF EDUCATION APPEARING F",07_001.pdf.txt,BLOOMFIELD
688,"MARCH 8, 2007 FINAL DECISION AND ORDER 07-004 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WILTON BOARD OF EDUCATION APPEARING ON BEHA",07_004.pdf.txt,WILTON
2334,"MARCH 2, 2007 FINAL DECISION AND ORDER 07-008 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MIDDLETOWN BOARD OF EDUCATION PARENTS: ATTO",07_008.pdf.txt,MIDDLETOWN
2198,"APRIL 3, 2007 FINAL DECISION AND ORDER 07-011 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FAIRFIELD BOARD OF EDUCATION APPEARING ON ",07_011.pdf.txt,FAIRFIELD
1595,"APRIL 11, 2007 FINAL DECISION AND ORDER 07-012 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW FAIRFIELD BOARD OF EDUCATION APPEARIN",07_012.pdf.txt,NEW FAIRFIELD
2332,"MARCH 19, 2007 FINAL DECISION AND ORDER 07-018 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW HAVEN BOARD OF EDUCATION APPEARING ON ",07_018.pdf.txt,NEW HAVEN
758,"JUNE 21, 2007 - 1 - FINAL DECISION AND ORDER 07-020 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OF EDUCATION APPEARING FOR ",07_020.pdf.txt,HARTFORD
1310,"MARCH 5, 2007 FINAL DECISION AND ORDER 07-021 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPORT BOARD OF EDUCATION APPEARING ON BE",07_021.pdf.txt,WESTPORT
2384,"MAY 29, 2007 FINAL DECISION AND ORDER 07-027 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. EAST LYME BOARD OF EDUCATION APPEARING ON B",07_027.pdf.txt,EAST LYME
898,"MARCH 30, 2007 FINAL DECISION AND ORDER 07-029 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW HAVEN BOARD OF EDUCATION PARENTS: ATTO",07_029.pdf.txt,NEW HAVEN
762,"MAY 10, 2007 FINAL DECISION AND ORDER 07-030 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. RIDGEFIELD BOARD OF EDUCATION APPEARING ON ",07_030.pdf.txt,RIDGEFIELD
1583,"APRIL 12, 2007 FINAL DECISION AND ORDER 07-034 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FAIRFIELD BOARD OF EDUCATION APPEARING ON ",07_034.pdf.txt,FAIRFIELD
1085,"JUNE 12, 2007 FINAL DECISION AND ORDER 07-040 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SEYMOUR BOARD OF EDUCATION APPEARING ON BE",07_038.pdf.txt,SEYMOUR
440,"JUNE 12, 2007 FINAL DECISION AND ORDER 07-040 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SEYMOUR BOARD OF EDUCATION APPEARING ON BE",07_040.pdf.txt,SEYMOUR
743,"MARCH 23, 2007 FINAL DECISION AND ORDER 07-042 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WEST HARTFORD BOARD OF EDUCATION APPEARING",07_042.pdf.txt,WEST HARTFORD
2462,"JUNE 21, 2007 FINAL DECISION AND ORDER 07-045 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OF EDUCATION PARENTS: ATTOR",07_045.pdf.txt,HARTFORD
1512,"NOVEMBER 20, 2007 FINAL DECISION AND ORDER 07-046 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. CLINTON BOARD OF EDUCATION APPEARING O",07_046.pdf.txt,CLINTON
231,"APRIL 19, 2007 FINAL DECISION AND ORDER 07-051 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION ELLINGTON BOARD OF EDUCATION V. STUDENT APPEARING ON",07_051.pdf.txt,ELLINGTON
1515,"MAY 15, 2007 FINAL DECISION AND ORDER 07-056 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WEST HARTFORD BOARD OF EDUCATION APPEARING O",07_056.pdf.txt,WEST HARTFORD
2060,"JULY 20, 2007 FINAL DECISION AND ORDER 07-057 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. RIDGEFIELD BOARD OF EDUCATION APPEARING ON",07_057.pdf.txt,RIDGEFIELD
1809,"MARCH 20, 2007 FINAL DECISION AND ORDER 07-061 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BRIDGEPORT BOARD OF EDUCATION APPEARING ON",07_061.pdf.txt,BRIDGEPORT
1009,"MAY 29, 2007 FINAL DECISION AND ORDER 07-064 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WATERBURY BOARD OF EDUCATION APPEARING ON B",07_064.pdf.txt,WATERBURY
1223,"JUNE 21, 2007 FINAL DECISION AND ORDER 07-065 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. DARIEN BOARD OF EDUCATION PARENTS: ATTORNE",07_065.pdf.txt,DARIEN
638,"NOVEMBER 5, 2007 FINAL DECISION AND ORDER 07-066 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. DANBURY BOARD OF EDUCATION APPEARING ON",07_066.pdf.txt,DANBURY
1951,"APRIL 24, 2007 FINAL DECISION AND ORDER 07-068 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION APPEARING ON BEHALF OF THE PARENTS: PRO SE APPEARING",07_068.pdf.txt,
1668,"MARCH 28, 2007 FINAL DECISION AND ORDER 07-070 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. COLCHESTER BOARD OF EDUCATION APPEARING O",07_070.pdf.txt,COLCHESTER
1011,"AUGUST 28, 2007 FINAL DECISION AND ORDER 07-074 - 1 - DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON BEHALF OF THE PAREN",07_074.pdf.txt,GREENWICH
1218,"AUGUST 23, 2007 FINAL DECISION AND ORDER 07-075 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEWTOWN BOARD OF EDUCATION APPEARING ON ",07_075.pdf.txt,NEWTOWN
138,"MAY 7, 2007 FINAL DECISION AND ORDER 07-077 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. ENFIELD BOARD OF EDUCATION APPEARING ON BEHA",07_077.pdf.txt,ENFIELD
58,"AUGUST 20, 2007 FINAL DECISION AND ORDER 07-083 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION APPEARING ON BEHALF OF THE PARENTS: ATTORNEY JENNIF",07_083.pdf.txt,
2761,"MAY 24, 2007 -1- FINAL DECISION AND ORDER 07-086 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION X BOARD OF EDUCATION V. STUDENT APPEARING FOR THE BOARD:",07_086.pdf.txt,X
1294,"MAY 18, 2007 FINAL DECISION AND ORDER 07-088 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. DERBY BOARD OF EDUCATION PARENTS: PRO SE FO",07_088.pdf.txt,DERBY
929,"MAY 31, 2007 FINAL DECISION AND ORDER 07-090 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MADISON BOARD OF EDUCATION APPEARING ON BEH",07_090.pdf.txt,MADISON
1073,"MAY 31, 2007 FINAL DECISION AND ORDER 07-091 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION A/BOARD OF EDUCATION B A",07_091.pdf.txt,
605,"MAY 10, 2007 FINAL DECISION AND ORDER 07-092 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MONTVILLE BOARD OF EDUCATION APPEARING ON BE",07_092.pdf.txt,MONTVILLE
62,"MAY 29, 2007 FINAL DECISION AND ORDER 07-093 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OF EDUCATION APPEARING ON BE",07_093.pdf.txt,HARTFORD
1676,"AUGUST 23, 2007 FINAL DECISION AND ORDER 07-094 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGION NO. 9 BOARD OF EDUCATION APPEARIN",07_094.pdf.txt,
2757,"MAY 17, 2007 FINAL DECISION AND ORDER 07-096 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. CROMWELL BOARD OF EDUCATION APPEARING ON BE",07_096.pdf.txt,CROMWELL
2293,"MAY 15, 2007 FINAL DECISION AND ORDER 07-097 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SUFFIELD BOARD OF EDUCATION APPEARING ON BEH",07_097.pdf.txt,SUFFIELD
1952,"JUNE 12, 2007 FINAL DECISION AND ORDER 07-100 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SUFFIELD BOARD OF EDUCATION APPEARING ON B",07_100.pdf.txt,SUFFIELD
1466,"JULY 2, 2007 FINAL DECISION AND ORDER 07-101 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. ASHFORD BOARD OF EDUCATION APPEARING ON BEHA",07_101.pdf.txt,ASHFORD
1365,"AUGUST 7, 2007 FINAL DECISION AND ORDER 07-104 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEWTOWN BOARD OF EDUCATION APPEARING ON B",07_104.pdf.txt,NEWTOWN
1670,"JUNE 21, 2007 FINAL DECISION AND ORDER 07-108 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTON BOARD OF EDUCATION TO: PARENTS: ATT",07_108.pdf.txt,WESTON
1947,"JULY 9, 2007 FINAL DECISION AND ORDER 07-110 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SUFFIELD BOARD OF EDUCATION APPEARING ON BE",07_110.pdf.txt,SUFFIELD
1467,"JULY 6, 2007 FINAL DECISION AND ORDER 07-111 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON BE",07_111.pdf.txt,STAMFORD
814,"MAY 29, 2007 FINAL DECISION AND ORDER 07-115 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTON BOARD OF EDUCATION APPEARING ON BEHAL",07_115.pdf.txt,WESTON
347,"JUNE 14, 2007 FINAL DECISION AND ORDER 07-116 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON B",07_116.pdf.txt,STAMFORD
515,"MAY 18, 2007 FINAL DECISION AND ORDER 07-117 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SIMSBURY BOARD OF EDUCATION PARENTS: PRO SE",07_117.pdf.txt,SIMSBURY
1666,"JULY 16, 2007 FINAL DECISION AND ORDER 07-118 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. DARIEN BOARD OF EDUCATION APPEARING ON BEH",07_118.pdf.txt,DARIEN
1808,"AUGUST 21, 2007 FINAL DECISION AND ORDER 07-119 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION APPEARING ON BEHALF OF THE PARENTS AND STUDENT: PRO",07_119.pdf.txt,
3,"MAY 18, 2007 FINAL DECISION AND ORDER 07-120 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION WALLINGFORD BOARD OF EDUCATION V. STUDENT APPEARING ON",07_120.pdf.txt,WALLINGFORD
571,"JULY 31, 2007 FINAL DECISION AND ORDER 07-121 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OF EDUCATION APPEARING ON B",07_121.pdf.txt,HARTFORD
1126,"JUNE 27, 2007 FINAL DECISION AND ORDER 07-122 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTLAND BOARD OF EDUCATION APPEARING ON BE",07_122.pdf.txt,HARTLAND
965,"JUNE 21, 2007 FINAL DECISION AND ORDER 07-123 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. OXFORD AND SEYMOUR BOARDS OF EDUCATION PAR",07_123.pdf.txt,OXFORD AND SEYMOUR
2722,"JUNE 18, 2007 FINAL DECISION AND ORDER 07-125 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WOODBRIDGE BOARD OF EDUCATION APPEARING ON ",07_125.pdf.txt,WOODBRIDGE
1723,"JUNE 27, 2007 FINAL DECISION AND ORDER 07-127 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. DARIEN BOARD OF EDUCATION APPEARING ON BEHA",07_127.pdf.txt,DARIEN
235,"JUNE 29, 2007 FINAL DECISION AND ORDER 07-129 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OF EDUCATION APPEARING ON BE",07_129.pdf.txt,HARTFORD
6,"JULY 5, 2007 FINAL DECISION AND ORDER 07-130 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAFFORD BOARD OF EDUCATION APPEARING ON BE",07_130.pdf.txt,STAFFORD
967,"AUGUST 10, 2007 FINAL DECISION AND ORDER 07-133 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING O",07_133.pdf.txt,GREENWICH
2245,"JULY 24, 2007 FINAL DECISION AND ORDER 07-134 1 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON BEHA",07_134.pdf.txt,GREENWICH
1912,"AUGUST 2, 2007 FINAL DECISION AND ORDER 07-136 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SOUTHINGTON BOARD OF EDUCATION APPEARING ",07_136.pdf.txt,SOUTHINGTON
230,"OCTOBER 9, 2007 FINAL DECISION AND ORDER 07-139 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION APPEARING ON BEHALF OF THE STUDENT/PARENTS: ATTORNEY",07_139.pdf.txt,
891,"JULY 16, 2007 FINAL DECISION AND ORDER 07-141 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REDDING BOARD OF EDUCATION APPEARING ON BE",07_141.pdf.txt,REDDING
94,"JULY 26, 2007 FINAL DECISION AND ORDER 07-142 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NORWALK BOARD OF EDUCATION APPEARING ON BEH",07_142.pdf.txt,NORWALK
599,"OCTOBER 9, 2007 FINAL DECISION AND ORDER 07-143 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NORWALK BOARD OF EDUCATION APPEARING ON ",07_143.pdf.txt,NORWALK
1867,"JUNE 15, 2007 FINAL DECISION AND ORDER 07-144 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WATERBURY BOARD OF EDUCATION APPEARING ON ",07_144.pdf.txt,WATERBURY
1710,"JUNE 30, 2008 FINAL DECISION AND ORDER 07-145 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION APPEARING ON BEHALF OF THE STUDENT: PARENTS APPEARING",07_145.pdf.txt,
2247,"JULY 31, 2007 FINAL DECISION AND ORDER 07-146 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON B",07_146.pdf.txt,GREENWICH
2773,"AUGUST 14, 2007 FINAL DECISION AND ORDER 07-147 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NORWALK BOARD OF EDUCATION APPEARING ON ",07_147.pdf.txt,NORWALK
761,"AUGUST 27, 2007 FINAL DECISION AND ORDER 07-148 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. TRUMBULL BOARD OF EDUCATION APPEARING ON",07_148.pdf.txt,TRUMBULL
1307,"AUGUST 23, 2007 FINAL DECISION AND ORDER 07-149 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NORWALK BOARD OF EDUCATION APPEARING ON ",07_149.pdf.txt,NORWALK
895,"JULY 25, 2007 FINAL DECISION AND ORDER 07-151 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. RIDGEFIELD BOARD OF EDUCATION APPEARING ON ",07_151.pdf.txt,RIDGEFIELD
98,"JUNE 16, 2008 FINAL DECISION AND ORDER 07-152 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGIONAL SCH OOL DISTRICT NO. 1 PARENT ATT",07_152.pdf.txt,REGIONAL SCH OOL DISTRICT NO. 1
594,"AUGUST 10, 2007 FINAL DECISION AND ORDER 07-153 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION WOLCOTT BOARD OF EDUCATION V. STUDENT APPEARING ON ",07_153.pdf.txt,WOLCOTT
1860,"AUGUST 20, 2007 FINAL DECISION AND ORDER 07-154 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION APPEARING ON BEHALF OF THE PARENTS: PRO SE APPEARIN",07_154.pdf.txt,
2252,"SEPTEMBER 20, 2007 FINAL DECISION AND ORDER 07-156 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING",07_156.pdf.txt,STAMFORD
2017,"JULY 5, 2007 -1- FINAL DECISION AND ORDER 07-162 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SOUTHINGTON BOARD OF EDUCATION APPEARING FOR ",07_162.pdf.txt,SOUTHINGTON
1469,"JUNE 21, 2007 FINAL DECISION AND ORDER 07-163 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW BRITAIN BOARD OF EDUCATION APPEARING ON",07_163.pdf.txt,NEW BRITAIN
1399,"JULY 9, 2007 FINAL DECISION AND ORDER 07-166 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW HAVEN BOARD OF EDUCATION APPEARING ON B",07_166.pdf.txt,NEW HAVEN
881,"JULY 26, 2007 FINAL DECISION AND ORDER 07-167 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGIONAL SCHOOL DISTRICT NO. 1 APPEARING O",07_167.pdf.txt,REGIONAL SCHOOL DISTRICT NO. 1
2691,"OCTOBER 15, 2007 FINAL DECISION AND ORDER 07-168 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION APPEARING ON BEHALF OF THE PARENT: ATTORNEY AJAZ F",07_168.pdf.txt,
2333,"DECEMBER 20, 2007 FINAL DECISION AND ORDER 07-170 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGIONAL SCHOOL DI STRICT NO. 19 APPEA",07_170.pdf.txt,
2491,"AUGUST 10, 2007 FINAL DECISION AND ORDER 07-171 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. ANSONIA BOARD OF EDUCATION APPEARING ON ",07_171.pdf.txt,ANSONIA
2015,"AUGUST 3, 2007 FINAL DECISION AND ORDER 07-172 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGIONAL SCH OOL DISTRICT NO. 9 APPEARING",07_172.pdf.txt,REGIONAL SCHOOL DISTRICT NO. 9
480,"OCTOBER 10, 2007 FINAL DECISION AND ORDER 07-175 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION APPEARING ON BEHALF OF THE PARENTS AND STUDENT: PR",07_175.pdf.txt,
2195,"JULY 25, 2007 FINAL DECISION AND ORDER 07-179 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. RIDGEFIELD BOARD OF EDUCATION APPEARING ON ",07_179.pdf.txt,RIDGEFIELD
1273,"SEPTEMBER 5, 2007 FINAL DECISION AND ORDER 07-182 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAFFORD BOARD OF EDUCATION APPEARING ON BEH",07_182.pdf.txt,STAFFORD
49,"AUGUST 13, 2007 FINAL DECISION AND ORDER 07-189 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING O",07_189.pdf.txt,GREENWICH
271,"DECEMBER 21, 2007 FINAL DECISION AND ORDER 07-190 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION APPEARING ON BEHALF OF THE PARENTS: ATTORNEY DAVI",07_190.pdf.txt,
424,"AUGUST 28, 2007 -1- FINAL DECISION AND ORDER 07-191 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BERLIN BOARD OF EDUCATION APPEARING FOR TH",07_191.pdf.txt,BERLIN
1268,"AUGUST 2, 2007 FINAL DECISION AND ORDER 07-192 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BRANFORD BOARD OF EDUCATION APPEARING ON B",07_192.pdf.txt,BRANFORD
707,"AUGUST 7, 2007 FINAL DECISION AND ORDER 07-193 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTLAND BOARD OF EDUCATION APPEARING ON ",07_193.pdf.txt,HARTLAND
2026,"SEPTEMBER 4, 2007 FINAL DECISION AND ORDER 07-204 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. VERNON BOARD OF EDUCATION APPEARING ON",07_204.pdf.txt,VERNON
989,"OCTOBER 23, 2007 FINAL DECISION AND ORDER 07-208 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ",07_208.pdf.txt,GREENWICH
1155,"JULY 30, 2007 FINAL DECISION AND ORDER 07-209 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SIMSBURY BOARD OF EDUCATION APPEARING ON BE",07_209.pdf.txt,SIMSBURY
1391,"AUGUST 22, 2007 FINAL DECISION AND ORDER 07-210 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WALLINGFORD BOARD OF EDUCATION APPEARING ",07_210.pdf.txt,WALLINGFORD
866,"SEPTEMBER 6, 2007 FINAL DECISION AND ORDER 07-211 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAFFORD BOARD OF EDUCATION APPEARING ",07_211.pdf.txt,STAFFORD
493,"SEPTEMBER 20, 2007 FINAL DECISION AND ORDER 07-213 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WALLINGFORD BOARD OF EDUCATION APPEAR",07_213.pdf.txt,WALLINGFORD
2019,"SEPTEMBER 18, 2007 FINAL DECISION AND ORDER 07-214 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WEST HAVEN BOARD OF EDUCATION APPEARIN",07_214.pdf.txt,WEST HAVEN
1702,"AUGUST 27, 2007 FINAL DECISION AND ORDER 07-223 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. CROMWELL BOARD OF EDUCATION APPEARING ON",07_223.pdf.txt,CROMWELL
78,"SEPTEMBER 18, 2007 FINAL DECISION AND ORDER 07-224 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION APPEARING ON BEHALF OF THE STUDENT: ATTORNEY GOR",07_224.pdf.txt,
593,"NOVEMBER 6, 2007 FINAL DECISION AND ORDER 07-225 - 1 -STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW HAVEN BOARD OF EDUCATION APPEARING O",07_225.pdf.txt,NEW HAVEN
901,"OCTOBER 29, 2007 FINAL DECISION AND ORDER 07-227 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WEST HARTFORD BOARD OF EDUCATION APPEAR",07_227.pdf.txt,WEST HARTFORD
2269,"OCTOBER 18, 2007 FINAL DECISION AND ORDER 07-230 - 1 - STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FAIRFIELD BOARD OF EDUCATION APPEARING ",07_230.pdf.txt,FAIRFIELD
